Source,Target
James 'Athenian' Stuart,Richard Pococke
James 'Athenian' Stuart,Charles Watson-Wentworth Malton
James 'Athenian' Stuart,"Benedict XIV, Pope"
James 'Athenian' Stuart,James Russel
James 'Athenian' Stuart,George Belsches
Nicholas Revett,Matthew Brettingham
Nicholas Revett,Lord Charlemont
Nicholas Revett,Lord Malton
Nicholas Revett,Sir James Gray
Nicholas Revett,Benefial
Matthew Brettingham,Thomas Coke
Matthew Brettingham,James Stuart
Matthew Brettingham,Nicholas Revett
Matthew Brettingham,Simon Vierpyl
Matthew Brettingham,Joseph Wilton
Matthew Brettingham,Thomas Patch
Matthew Brettingham,Grisoni
Matthew Brettingham,George Chalmers
Matthew Brettingham,Joshua Reynolds
Matthew Brettingham,Horace Mann
Matthew Brettingham,Cardinal Albani
Matthew Brettingham,Cardinal Valenti
Matthew Brettingham,Cavaceppi
Matthew Brettingham,Mengs
Matthew Brettingham,James Russel
Matthew Brettingham,Paolo Posi
Matthew Brettingham,Joseph Smith
Matthew Brettingham,Charles Wyndham
Matthew Brettingham,Duke of Richmond
Matthew Brettingham,John Cheere
Matthew Brettingham,Amadei
Matthew Brettingham,P. Bracci
Matthew Brettingham,C. Manchionni
Matthew Brettingham,Earl of Dartmouth
Matthew Brettingham,Piranesi
Matthew Brettingham,Petworth
"John Hay, 4th Marquess of Tweeddale",John Crosse
"John Hay, 4th Marquess of Tweeddale",Dean Gregory
John 'Macgilp' Day,Mrs Day
Robert Adam,"John Hope, 2nd Earl of Hopetoun"
Robert Adam,Charles Hope-Weir
Robert Adam,John Birtles
Robert Adam,Baron Stosch
Robert Adam,Ignazio Hugford
Robert Adam,Joseph Wilton
Robert Adam,Clérisseau
Robert Adam,Charles Hotham
Robert Adam,Duke of Bridgewater
Robert Adam,Robert Wood
Robert Adam,William Chambers
Robert Adam,Camillo Paderni
Robert Adam,Laurent Pêcheux
Robert Adam,Cardinal Albani
Robert Adam,Countess Cheroffini
Robert Adam,Piranesi
Robert Adam,Desgodetz
Robert Adam,Palladio
Robert Adam,William Stanhope
Robert Adam,Agostino Brunias
Robert Adam,Burlington
Robert Adam,Lord Elgin
Robert Adam,Lord Rosebery
Robert Adam,Miss Diana Molyneux
Robert Adam,Dr James Murray
Robert Adam,Horace Mann
Robert Adam,Count Algarotti
Robert Adam,John Murray
Robert Adam,Joseph Smith
Robert Adam,Lady Mary Wortley Montagu
Robert Adam,William Graeme of Bucklyvie
Robert Adam,Stuart
Robert Adam,Revett
Robert Adam,Count Rosenberg
Robert Adam,Balbi
Robert Adam,Christopher Stonor
Robert Adam,Jean-Baptiste Lallemand
Robert Adam,Robert Mylne
Robert Adam,William Mylne
Robert Adam,"Francis Hastings, 10th Earl of Huntingdon"
Robert Adam,Laurent-Benoit Dewez
Robert Adam,Dr Grierson
Robert Adam,Dr Irwin
Robert Adam,Donald (Servant of Robert Adam)
Robert Adam,James 'Athenian' Stuart
Robert Adam,Nicholas Revett
Robert Adam,Torelli
Robert Adam,"Count Rosenberg, Austrian minister Venice"
"Charles Compton, 7th Earl of Northampton",Robert Adam
"Charles Compton, 7th Earl of Northampton",John Parker
"Charles Compton, 7th Earl of Northampton",Lord Charlemont
"Charles Compton, 7th Earl of Northampton",Batoni
"Charles Compton, 7th Earl of Northampton",Francis Harwood
"Charles Compton, 7th Earl of Northampton",George Lucy
"Charles Compton, 7th Earl of Northampton",Lady Mary Wortley Montagu
"Charles Compton, 7th Earl of Northampton",West
"Charles Compton, 7th Earl of Northampton",Lady Elizabeth Compton
"Charles Compton, 7th Earl of Northampton",Lady Anne Somerset
"Charles Compton, 7th Earl of Northampton","George III, King of the United Kingdom"
James Grant,Thomas Wynn
James Grant,Nathaniel Dance
James Grant,Thomas Robinson
James Grant,John Mytton
James Grant,James Adam
James Grant,Thomas Jenkins
James Grant,Sir Henry Mainwaring
James Grant,Blanchet
James Grant,Tibaldi
James Grant,Daughter of Mengs
James Grant,Colin Morison
James Grant,Robert Crone
James Grant,Borghi
James Grant,Clementina Cremonini
James Grant,Macpherson
James Grant,Felice Dona
"Henry Temple, 2nd Viscount Palmerston",William Guise
"Henry Temple, 2nd Viscount Palmerston","John, 1st Viscount Spencer"
"Henry Temple, 2nd Viscount Palmerston",Angelica Kauffman
"Henry Temple, 2nd Viscount Palmerston",Giuseppe Bottani
"Henry Temple, 2nd Viscount Palmerston",Richard Wilson
"Henry Temple, 2nd Viscount Palmerston",Robert Crone
"Henry Temple, 2nd Viscount Palmerston","Edward Augustus, Duke of York"
"Henry Temple, 2nd Viscount Palmerston",Richard Brompton
"Henry Temple, 2nd Viscount Palmerston",William Pars
"Henry Temple, 2nd Viscount Palmerston",Hans Sloane
"Henry Temple, 2nd Viscount Palmerston",John Hatsell
"Henry Temple, 2nd Viscount Palmerston",Charles Blagden
"Henry Temple, 2nd Viscount Palmerston",Mary Carter
"Henry Temple, 2nd Viscount Palmerston",Cardinal de Bernis
"Henry Temple, 2nd Viscount Palmerston",Colin Morison
"Henry Temple, 2nd Viscount Palmerston",Lady Plymouth
"Henry Temple, 2nd Viscount Palmerston",Lady Cholmondeley
"Henry Temple, 2nd Viscount Palmerston",Sir William Hamilton
"Henry Temple, 2nd Viscount Palmerston",Elizabeth Temple
"Henry Temple, 2nd Viscount Palmerston",Count Rumford
"Henry Temple, 2nd Viscount Palmerston",Peter Beckford
"Henry Temple, 2nd Viscount Palmerston","Emma, Lady Hamilton"
"Henry Temple, 2nd Viscount Palmerston",Princess Belmonti
"Henry Temple, 2nd Viscount Palmerston",Philipp Hackert
"Henry Temple, 2nd Viscount Palmerston",Lusieri
"Henry Temple, 2nd Viscount Palmerston",Henry John Temple
"Henry Temple, 2nd Viscount Palmerston",Lady Margaret Georgiana Spencer
"Henry Temple, 2nd Viscount Palmerston",Joli
"Henry Temple, 2nd Viscount Palmerston",Nollekens
"Henry Temple, 2nd Viscount Palmerston",Lady Webster
"Henry Temple, 2nd Viscount Palmerston",Madame Adelaide de France
"Henry Temple, 2nd Viscount Palmerston",Madame Victorie de France
"Henry Temple, 2nd Viscount Palmerston","Ferdinand IV, King of Naples and Sicily"
"Henry Temple, 2nd Viscount Palmerston",Duchess of Devonshire
"Henry Temple, 2nd Viscount Palmerston",Lady Bessborough
"Henry Temple, 2nd Viscount Palmerston",Harry Temple
"Henry Temple, 2nd Viscount Palmerston",William Beckford
"Henry Temple, 2nd Viscount Palmerston",Harriet Beckford
"Henry Temple, 2nd Viscount Palmerston","Second Daughter of Henry Temple, 2nd Viscount Palmerston"
"Henry Temple, 2nd Viscount Palmerston","Third Daughter of Henry Temple, 2nd Viscount Palmerston"
"Francis Russell, Marquess of Tavistock",2nd Earl of Upper Ossory
"Francis Russell, Marquess of Tavistock",Horace Mann
"Francis Russell, Marquess of Tavistock",Lamberto Gori
"Francis Russell, Marquess of Tavistock",Lord Strathmore
"Francis Russell, Marquess of Tavistock",Abbé Peter Grant
"Francis Russell, Marquess of Tavistock",Thomas Jenkins
"Francis Russell, Marquess of Tavistock",Giacomo Zoffoli
"Francis Russell, Marquess of Tavistock",Batoni
"Francis Russell, Marquess of Tavistock",James Forrester
"Francis Russell, Marquess of Tavistock",Abbé Chiozzi
"Francis Russell, Marquess of Tavistock",3rd Duke of Grafton
"Francis Russell, Marquess of Tavistock",John Needham
"Francis Russell, Marquess of Tavistock",Sir William Stanhope
"Francis Russell, Marquess of Tavistock",Duchess of Grafton
"Francis Russell, Marquess of Tavistock",James Adam
"Francis Russell, Marquess of Tavistock","Charles Emmanuel III, Duke of Savoy"
Luke Gardiner,Giuseppe Baretti
Luke Gardiner,William Gardiner
Luke Gardiner,Horace Mann
Luke Gardiner,Cardinal Albani
Luke Gardiner,Patrick Home
Luke Gardiner,"Giovanni Battista Negrone, Doge of Genoa"
"Douglas Hamilton, 8th Duke of Hamilton",Dr John Moore
"Douglas Hamilton, 8th Duke of Hamilton","Elizabeth, Duchess of Hamilton"
"Douglas Hamilton, 8th Duke of Hamilton",Preud'home
"Douglas Hamilton, 8th Duke of Hamilton",Patrick Home
"Douglas Hamilton, 8th Duke of Hamilton",Batoni
"Douglas Hamilton, 8th Duke of Hamilton",James Byres
"Douglas Hamilton, 8th Duke of Hamilton",Countess of Albany
"Douglas Hamilton, 8th Duke of Hamilton",Sir William Hamilton
"Douglas Hamilton, 8th Duke of Hamilton","Emma, Lady Hamilton"
"Douglas Hamilton, 8th Duke of Hamilton",Sir Harry Fetherstonhaugh
"Douglas Hamilton, 8th Duke of Hamilton",John Moore
"Douglas Hamilton, 8th Duke of Hamilton","James, 7th Duke of Hamilton"
"Douglas Hamilton, 8th Duke of Hamilton","Charles Stuart, the Young Pretender"
"Douglas Hamilton, 8th Duke of Hamilton",Lady A--n
Daniel Crespin,Benjamin West
Daniel Crespin,Cardinal Albani
Daniel Crespin,James Grant
Daniel Crespin,Nathaniel Dance
Daniel Crespin,Lord Tavistock
Daniel Crespin,James Martin
Daniel Crespin,Jacob Houblon
Daniel Crespin,James Adam
Daniel Crespin,John Strange
Daniel Crespin,John Dick
Daniel Crespin,Angelica Kauffman
Daniel Crespin,Harriet Bowdler
Daniel Crespin,Peter 'Governor' Stephens
Daniel Crespin,Londonio
John Aikman,Anne Forbes
John Aikman,Abbé Grant
John Aikman,John Aikman
John Aikman,William Aikman
"Charles Hope, Lord Hope",James Hope
"Charles Hope, Lord Hope",James Adam
"Charles Hope, Lord Hope",William Rouet
"Charles Hope, Lord Hope",Clérisseau
"Charles Hope, Lord Hope",Winckelmann
"Charles Hope, Lord Hope",4th Duke of Gordon
"Charles Hope, Lord Hope",Mr Stephenson
"Charles Hope, Lord Hope",Nathaniel Dance
"Charles Hope, Lord Hope",James Martin
"Charles Hope, Lord Hope",Solomon Delane
"Charles Hope, Lord Hope",Crespin
"Charles Hope, Lord Hope",Abbé Grant
"John Fitzpatrick, 2nd Earl of Upper Ossory",Topham Beauclerk
"John Fitzpatrick, 2nd Earl of Upper Ossory",Richard Brompton
"John Fitzpatrick, 2nd Earl of Upper Ossory",Duke of York
"John Fitzpatrick, 2nd Earl of Upper Ossory",Edward Gibbon
"John Fitzpatrick, 2nd Earl of Upper Ossory",Horace Walpole
"John Fitzpatrick, 2nd Earl of Upper Ossory",James Martin
"John Fitzpatrick, 2nd Earl of Upper Ossory",Thomas Patch
"John Fitzpatrick, 2nd Earl of Upper Ossory",Angelica Kauffman
"John Fitzpatrick, 2nd Earl of Upper Ossory",Delane
"John Fitzpatrick, 2nd Earl of Upper Ossory",4th Duke of Bedford
"John Fitzpatrick, 2nd Earl of Upper Ossory","Francis, Marquess of Tavistock"
"John Spencer, 1st Viscount Spencer","Margaret Georgiana, Viscountess Spencer"
"John Spencer, 1st Viscount Spencer",William Arden
"John Spencer, 1st Viscount Spencer",Horace Mann
"John Spencer, 1st Viscount Spencer",Georgiana Spencer (later Duchess of Devonshire)
"John Spencer, 1st Viscount Spencer",James Martin
"John Spencer, 1st Viscount Spencer",Patch
"John Spencer, 1st Viscount Spencer",Cardinal Albani
"John Spencer, 1st Viscount Spencer",Changuion
"John Spencer, 1st Viscount Spencer","Brownlow Cecil, 9th Earl of Exeter"
"John Spencer, 1st Viscount Spencer",Lord Palmerston
"John Spencer, 1st Viscount Spencer",Lady Orford
"John Spencer, 1st Viscount Spencer",David Garrick
"John Spencer, 1st Viscount Spencer",Duke of York
"John Spencer, 1st Viscount Spencer",Batoni
"John Spencer, 1st Viscount Spencer",Nulty
"John Spencer, 1st Viscount Spencer",Prince Eugene of Savoy
"John Spencer, 1st Viscount Spencer",Count Zanetti
"John Spencer, 1st Viscount Spencer",Lord Robert Spencer
"John Spencer, 1st Viscount Spencer",Lady Mary Coke
"John Spencer, 1st Viscount Spencer",Sir William Hamilton
"John Spencer, 1st Viscount Spencer",Henrietta Spencer (later Viscountess Duncannon)
"John Spencer, 1st Viscount Spencer",Winckelmann
"John Spencer, 1st Viscount Spencer",Mme Acciaiuoli
"John Spencer, 1st Viscount Spencer",Barberini
"John Spencer, 1st Viscount Spencer",Marchese Locatelli
"John Spencer, 1st Viscount Spencer","Chaplain of John Spencer, 1st Viscount Spencer"
"John Spencer, 1st Viscount Spencer","Physician of John Spencer, 1st Viscount Spencer"
"John Spencer, 1st Viscount Spencer","First Servant of John Spencer, 1st Viscount Spencer"
"John Spencer, 1st Viscount Spencer","Second Servant of John Spencer, 1st Viscount Spencer"
"John Spencer, 1st Viscount Spencer","Third Servant of John Spencer, 1st Viscount Spencer"
"John Spencer, 1st Viscount Spencer","Fourth Servant of John Spencer, 1st Viscount Spencer"
"John Spencer, 1st Viscount Spencer","Fifth Servant of John Spencer, 1st Viscount Spencer"
"John Spencer, 1st Viscount Spencer","Sixth Servant of John Spencer, 1st Viscount Spencer"
"John Spencer, 1st Viscount Spencer","Seventh Servant of John Spencer, 1st Viscount Spencer"
"John Spencer, 1st Viscount Spencer","Eighth Servant of John Spencer, 1st Viscount Spencer"
James Boswell,James Murray
James Boswell,Jean-Jacques Rousseau
James Boswell,John Wilkes
James Boswell,Angelica Kauffman
James Boswell,Nathaniel Dance
James Boswell,Colin Morison
James Boswell,Winckelmann
James Boswell,Andrew Lumisden
James Boswell,Henry Benedict
James Boswell,Batoni
James Boswell,William Gordon
James Boswell,George Willison
James Boswell,James Alves
James Boswell,John Strange
James Boswell,Patch
James Boswell,Godfrey Bagnall Clarke
James Boswell,Lord Mountstuart
James Boswell,Paul Henri Mallet
James Boswell,Col. James Edmonstone
James Boswell,Gen. William Graeme
James Boswell,Alexandre Deleyre
James Boswell,Nicolas Dothel
James Boswell,Maria Girolama Piccolomini
James Boswell,Gen. Pasquale de Paoli
James Boswell,"Clement XIII, Pope"
Hon. Thomas Pelham,Duke of Gloucester
Hon. Thomas Pelham,Lord John Pelham Clinton
Hon. Thomas Pelham,Mengs
Hon. Thomas Pelham,James Byres
Hon. Thomas Pelham,Lord Dalrymple
Hon. Thomas Pelham,Sir James Long
Hon. Thomas Pelham,Dr Alexander Drummond
Hon. Thomas Pelham,Lord Tylney
Hon. Thomas Pelham,Henry Swinburne
Hon. Thomas Pelham,Patrick Byres
Hon. Thomas Pelham,"Thomas Robinson, 2nd Baron Grantham"
Hon. Thomas Pelham,"Douglas Hamilton, 8th Duke of Hamilton"
Hon. Thomas Pelham,Dr John Moore
Hon. Thomas Pelham,Horace Mann
Hon. Thomas Pelham,Hadfield
Hon. Thomas Pelham,Abbé Pellori
Hon. Thomas Pelham,Signor Molini
Hon. Thomas Pelham,Lord Cowper
Hon. Thomas Pelham,Madame Acciaioli
Hon. Thomas Pelham,Pacchiarotti
Hon. Thomas Pelham,Farinelli
Hon. Thomas Pelham,Lady Elizabeth Foster
Hon. Thomas Pelham,"Georgiana, Duchess of Devonshire"
Hon. Thomas Pelham,Lord Thomas Pelham
Hon. Thomas Pelham,Spence
Hon. Thomas Pelham,Pichler
Hon. Thomas Pelham,Cardinal de Bernis
Hon. Thomas Pelham,"Azara, Spanish Ambassador to Rome"
Hon. Thomas Pelham,Lady Cowper
Hon. Thomas Pelham,Henry Joseph Swinburne
Thomas Coke,Dr Thomas Hobart
Thomas Coke,Edward Jarret
Thomas Coke,Andrea Procaccini
Thomas Coke,John Alexander
Thomas Coke,William Kent
Thomas Coke,Rosalba Carriera
Thomas Coke,Luigi Garzi
Thomas Coke,Tomasso Chiari
Thomas Coke,Vanvitelli
Thomas Coke,Sebastiano Conca
Thomas Coke,Luti
Thomas Coke,Biscioni
Thomas Coke,Francesco Trevisani
Thomas Coke,Apostolo Zeno
Thomas Coke,Bernardo Trevisani
Thomas Coke,Joseph Smith
Thomas Coke,Matthew Brettingham
Thomas Coke,Henry Trench
Thomas Coke,Solimena
Thomas Coke,Signor Giacomo
James Martin,Lord Fordwich (later 3rd Earl Cowper)
James Martin,Madame Acciaioli
James Martin,Madame Bizzani
James Martin,Thomas Patch
James Martin,Lord Ossory
James Martin,William Kent
James Martin,Francis Harwood
James Martin,Cardinal Albani
James Martin,Horace Mann
James Martin,Mengs
James Martin,Angelica Kauffman
James Martin,9th Earl of Exeter
James Martin,Duke of York
James Martin,Thomas Jenkins
James Martin,Crone
James Martin,Volaire
James Martin,Delane
James Martin,Forrester
James Martin,Nulty
James Martin,Willison
James Martin,Batoni
James Martin,Piranesi
James Martin,Nathaniel Dance
James Martin,Colin Morison
James Martin,Lord Spencer
James Martin,Matthew William Peters
James Martin,Ferdinando Hugford
James Martin,Lamberto Gori
James Martin,Madame Cordalini
James Martin,John Murray
James Martin,Tartini
James Martin,Colen Campbell
James Martin,Cignaroli
James Martin,Madame Simonetta
James Martin,James Alves
James Martin,John Baxter
James Martin,Lady Spencer
James Martin,Arnaldi
James Martin,Borri
James Martin,Barberini
James Martin,"Ferdinand IV, King of Naples and Sicily"
James Martin,Sebastiano Conca
James Martin,Abbé Peter Grant
James Martin,"Clement XIII, Pope"
James Martin,Nevay
James Martin,Pichler
James Martin,Maron
James Martin,Cavaceppi
James Martin,Norton
James Martin,Patoun
James Martin,Stern
James Martin,Paravagna
James Martin,Aldrovandi
James Martin,La Corrilla
James Martin,Hadfield
James Martin,Daughter of Mengs
Lord Robert Spencer,Rev. Dr John Moore
Lord Robert Spencer,Horace Mann
Lord Robert Spencer,Cardinal Albani
Lord Robert Spencer,Lord Kildare
Lord Robert Spencer,Lord Cowper
Colin Morison,James Clark
Colin Morison,Thomas Jenkins
Colin Morison,Lumisden
Colin Morison,Abbé Peter Grant
Colin Morison,Mengs
Colin Morison,James Nevay
Colin Morison,Richard Brompton
Colin Morison,Lord Deskford (later 6th Earl of Findlater)
Colin Morison,Patrick Home
Colin Morison,Cesi
Colin Morison,Robert Mylne
Colin Morison,Winckelmann
Colin Morison,Robert Strange
Colin Morison,William Drake
Colin Morison,Topham Beauclerk
Colin Morison,Sir John Meade
Colin Morison,Richard Colt Hoare
Colin Morison,"James Olgivy, 7th Earl of Findlater"
Colin Morison,Charles Burney
Colin Morison,Pryse Gordon
Colin Morison,Lord Palmerston
Colin Morison,Lord Ossory
Colin Morison,Vincenzo Pacetti
Colin Morison,John Ramsay
Colin Morison,Johann Pichler
Colin Morison,Charles Hope-Weir
Colin Morison,Robert Adam
Colin Morison,Clérisseau
Colin Morison,Abbé Waters
Colin Morison,Hugh Douglas Hamilton
Colin Morison,C. Congleton
Colin Morison,Mackenzie (later Lord Fortrose)
Colin Morison,Blackwall
Colin Morison,Lord Bute
Colin Morison,Mr Stuart
Colin Morison,Charles Hope
Colin Morison,Olivier Hope
Colin Morison,Venuti
Colin Morison,James Russel
Colin Morison,"John Moore, Archbishop of Canterbury"
Colin Morison,Anton Pichler
Colin Morison,Stonor
William Artaud,Joseph Farington
William Artaud,Henry Thomson
William Artaud,Emma Hamilton
William Artaud,Guy Head
William Artaud,Thomas Jenkins
William Artaud,Thomas Macklin
William Artaud,Giulio Romano
William Artaud,Schidone
William Artaud,William Hillary
William Artaud,Edward Swinburne
William Artaud,John Rushout
William Artaud,William Henry Lambton
William Artaud,Richard Duppa
William Artaud,R.R. Reinagle
William Artaud,Robert Bowyer
William Artaud,John Landseer
William Artaud,Graves
William Artaud,Wilson
William Artaud,Franz Kaisermann
William Artaud,Mariana Starke
William Artaud,Joseph Bonaparte
William Artaud,Lord Ossulston
William Artaud,Fabroni
William Artaud,Mercati
William Artaud,Alexander Day
William Artaud,Chico
William Artaud,Frederigo the German
William Artaud,Terrey
William Artaud,Davy
William Artaud,Mr Fuller
William Artaud,Wife of John Deare
William Artaud,Mr Artaud
Robert Mylne,Robert Adam
Robert Mylne,William Mylne
Robert Mylne,Piranesi
Robert Mylne,James Nevay
Robert Mylne,Mr Adams
Robert Mylne,Andrew Lumisden
Robert Mylne,Matthew Nulty
Robert Mylne,Richard Phelps
Robert Mylne,Richard Brompton
Robert Mylne,James Maxwell
Robert Mylne,Lord Brudenell
Robert Mylne,Lord Garlies
Robert Mylne,Dr James Irwin
Robert Mylne,Nathaniel Dance
Robert Mylne,Abbé Grant
Robert Mylne,William Fermor
Robert Mylne,Prince Altieri
Robert Mylne,Edward Dering
Robert Mylne,Lord Archibald Hamilton
Robert Mylne,Adam Ferguson
Robert Mylne,Mr Knight
Robert Mylne,Mr Miller
Robert Mylne,James Murray
Robert Mylne,Sir Wyndham Knatchbull-Wyndham
Robert Mylne,Robert Surtees
Robert Mylne,Louis Devisme
Robert Mylne,Thomas Mylne
Robert Mylne,George Hay
Robert Mylne,George Lucy
Robert Mylne,"James Stuart, the Pretender"
Robert Mylne,"Clement XIII, Pope"
Robert Mylne,Chambers
Robert Mylne,Scott
Robert Mylne,Somerville
Robert Mylne,Scott
"Sir James, 8th Baron Macdonald",Voltaire
"Sir James, 8th Baron Macdonald",Sir William Pepys
"Sir James, 8th Baron Macdonald",Laurence Sterne
"Sir James, 8th Baron Macdonald",M. Barazzi
"Sir James, 8th Baron Macdonald",Gavin Hamilton
"Sir James, 8th Baron Macdonald",Sir William Hamilton
"Sir James, 8th Baron Macdonald",M. Frescobaldi
"Sir James, 8th Baron Macdonald",Abbé Grant
"Sir James, 8th Baron Macdonald",Piranesi
"Sir James, 8th Baron Macdonald",John Symonds
"Sir James, 8th Baron Macdonald",Lord Eglinton
"Sir James, 8th Baron Macdonald",Ogilvie
"Sir Watkin Williams, 4th Bt. Wynn",Capt. Edward Hamilton
"Sir Watkin Williams, 4th Bt. Wynn",Thomas Apperley
"Sir Watkin Williams, 4th Bt. Wynn",Samuel Sidebotham
"Sir Watkin Williams, 4th Bt. Wynn",Antonio Carrara
"Sir Watkin Williams, 4th Bt. Wynn",Garrick
"Sir Watkin Williams, 4th Bt. Wynn",Lord Kildare
"Sir Watkin Williams, 4th Bt. Wynn",Horace Mann
"Sir Watkin Williams, 4th Bt. Wynn",Hadfield
"Sir Watkin Williams, 4th Bt. Wynn",Thomas Patch
"Sir Watkin Williams, 4th Bt. Wynn",Lord Berkeley
"Sir Watkin Williams, 4th Bt. Wynn",Lord Beauchamp
"Sir Watkin Williams, 4th Bt. Wynn",Francis Harwood
"Sir Watkin Williams, 4th Bt. Wynn",Lamberto Gori
"Sir Watkin Williams, 4th Bt. Wynn",Boswell
"Sir Watkin Williams, 4th Bt. Wynn",James Forrester
"Sir Watkin Williams, 4th Bt. Wynn",James Byres
"Sir Watkin Williams, 4th Bt. Wynn",Thomas Jenkins
"Sir Watkin Williams, 4th Bt. Wynn",Gavin Hamilton
"Sir Watkin Williams, 4th Bt. Wynn",Hewetson
"Sir Watkin Williams, 4th Bt. Wynn",Hugh Primrose Dean
"Sir Watkin Williams, 4th Bt. Wynn",Maron
"Sir Watkin Williams, 4th Bt. Wynn",Piranesi
"Sir Watkin Williams, 4th Bt. Wynn",Batoni
"Sir Watkin Williams, 4th Bt. Wynn",Sir William Hamilton
"Sir Watkin Williams, 4th Bt. Wynn",James Barry
"Sir Watkin Williams, 4th Bt. Wynn",Abbé Grant
"Sir Watkin Williams, 4th Bt. Wynn",5th Duke of Devonshire
"Sir Watkin Williams, 4th Bt. Wynn",Mr Morris
"Sir Watkin Williams, 4th Bt. Wynn",Charles Wiseman
"Sir Watkin Williams, 4th Bt. Wynn",Mengs
"Sir Watkin Williams, 4th Bt. Wynn",d'Hancarville
"Henry Bellings, 8th Baron Arundell",Jacob Houblon
"Henry Bellings, 8th Baron Arundell",Charles Booth
"Henry Bellings, 8th Baron Arundell",Padre Canonici
"Henry Bellings, 8th Baron Arundell",Father John Thorpe
"Henry Bellings, 8th Baron Arundell",Mr Newton
Christopher Norton,P.C. Canot
Christopher Norton,Colin Morison
Christopher Norton,James Martin
Christopher Norton,Jenkins
Christopher Norton,Peter Stephens
Christopher Norton,Thomas Jones
Christopher Norton,Hugh Douglas Hamilton
Christopher Norton,John Ramsay
Christopher Norton,Nathaniel Dance
Christopher Norton,Pichler
Christopher Norton,James Irvine
Christopher Norton,Janet Moir
Christopher Norton,Patrick Moir
Christopher Norton,Smuglewicz
Lord Richard Cavendish,Batoni
Lord Richard Cavendish,James Irvine
Lord Richard Cavendish,Patrick Home
Edward Gibbon,Spanheim
Edward Gibbon,William Guise
Edward Gibbon,Joseph Needham
Edward Gibbon,Thomas Patch
Edward Gibbon,John Acton
Edward Gibbon,John Francis Edward Acton
Edward Gibbon,William Ponsonby
Edward Gibbon,Sir William Hamilton
Edward Gibbon,Charles Emmanuel II of Savoy
Edward Gibbon,"Ferdinand, King of Naples"
Philip Yorke,"Philip Yorke, Lord Chancellor Hardwicke"
Philip Yorke,Col. Wittestein
Philip Yorke,Thomas Bowdler
Philip Yorke,John Strange
Philip Yorke,John Soane
Philip Yorke,Batoni
Philip Yorke,Lusieri
Philip Yorke,J.A. Pichler
Philip Yorke,Farinelli
Philip Yorke,Delane
Philip Yorke,Blasi
Philip Yorke,Jacob More
Philip Yorke,Alexander Nasmyth
Philip Yorke,Vinelli
Philip Yorke,Smuglewicz
Thomas Clarke,John Strange
Thomas Clarke,James Byres
Thomas Clarke,Lord Jocelyn
Thomas Clarke,Fortescue
Thomas Clarke,Mr Brooke
Thomas Clarke,Thomas Jenkins
Thomas Clarke,Sir William Hamilton
Thomas Clarke,Steddy Grinfield
Dr John Parkinson,Jonas Langford Brooke
Rev. Thomas Brand,"Sir James, 1st Bt. Graham"
Rev. Thomas Brand,Robert Wharton
Rev. Thomas Brand,Lord Bruce
Rev. Thomas Brand,Sir William Forbes
Rev. Thomas Brand,John Trevor
Rev. Thomas Brand,Angelica Kauffman
Rev. Thomas Brand,John Rouby
Rev. Thomas Brand,Lusieri
Rev. Thomas Brand,Seydelmann
Rev. Thomas Brand,Marcello de Capua
Rev. Thomas Brand,Tarchi
Rev. Thomas Brand,Thomas Jackson
Rev. Thomas Brand,Bishop Brownlow North
Rev. Thomas Brand,Duncombe
Rev. Thomas Brand,Mrs Carr
Rev. Thomas Brand,Rev. Robert Wharton
Rev. Thomas Brand,1st Earl of Ailesbury
Rev. Thomas Brand,"Ferdinand Karl of Austria-Este, Archduke of Milan"
Rev. Thomas Brand,"Maria Beatrice d’Este, Duchess of Milan"
Rev. Thomas Brand,Fabrizi
Rev. Thomas Brand,Galuppi
Rev. Thomas Brand,Mrs North
Charles Long,Henry Tresham
Charles Long,Duchess of Gloucester
Charles Long,Grignion
Charles Long,Deare
Charles Long,Count Fries
Charles Long,Duke of Gloucester
Charles Long,Durno
James Clitherow,Lascelles
James Clitherow,Charles Hadfield
James Clitherow,Cardinal de Bernis
James Clitherow,Sir William Hamilton
James Clitherow,Philipp Hackert
James Clitherow,Lord Titchfield
James Clitherow,Henry Clavering
James Clitherow,Elizabeth Gibbes
James Clitherow,Canova
James Clitherow,Mr Sullivan
James Clitherow,Mrs Sullivan
"Brownlow Cecil, 9th Earl of Exeter",Horace Walpole
"Brownlow Cecil, 9th Earl of Exeter",William Patoun
"Brownlow Cecil, 9th Earl of Exeter",Mr Chambers
"Brownlow Cecil, 9th Earl of Exeter",Garrick
"Brownlow Cecil, 9th Earl of Exeter",Lady Orford
"Brownlow Cecil, 9th Earl of Exeter",Lord Palmerston
"Brownlow Cecil, 9th Earl of Exeter",Philip Changuion
"Brownlow Cecil, 9th Earl of Exeter",Angelica Kauffman
"Brownlow Cecil, 9th Earl of Exeter",John Byng
"Brownlow Cecil, 9th Earl of Exeter",James Martin
"Brownlow Cecil, 9th Earl of Exeter",Edward Gibbon
"Brownlow Cecil, 9th Earl of Exeter",Count Soderini
"Brownlow Cecil, 9th Earl of Exeter",Gavin Hamilton
"Brownlow Cecil, 9th Earl of Exeter",Nikolaus Mosmann
"Brownlow Cecil, 9th Earl of Exeter",Thomas Jenkins
"Brownlow Cecil, 9th Earl of Exeter",Mengs
"Brownlow Cecil, 9th Earl of Exeter",Maron
"Brownlow Cecil, 9th Earl of Exeter",Batoni
